Location,Minimum,Average,Maximum
San Miniato,43.6833,43.6833,43.6833,1
Aradíppou,34.9478,34.9478,34.9478,1
Avion,50.4097,50.4097,50.4097,1
Steinfeld,52.6,52.6,52.6,1
Barahra,26.2356,26.2356,26.2356,1
Mukōchō,34.95,34.95,34.95,1
Dois Vizinhos,-25.75,-25.75,-25.75,1
Edingen-Neckarhausen,49.4469,49.4469,49.4469,1
Arnsberg,51.3833,51.3833,51.3833,1
Dock Sur,-34.6417,-34.6417,-34.6417,1
Anpachi,35.3353,35.3353,35.3353,1
Attippattu,13.2633,13.2633,13.2633,1
Volpiano,45.2,45.2,45.2,1
Colmenarejo,40.5608,40.5608,40.5608,1
Borgholzhausen,52.1,52.1,52.1,1
Gostyń,51.8792,51.8792,51.8792,1
Al Jaghbūb,29.7425,29.7425,29.7425,1
Estrêla,-29.5019,-29.5019,-29.5019,1
Sapian,11.4939,11.4939,11.4939,1
Tostedt,53.2833,53.2833,53.2833,1
Dearborn,42.3127,42.3127,42.3127,1
Nūzvīd,16.78,16.78,16.78,1
Dreieich,50.0,50.0,50.0,1
Chiconcuac,19.55,19.55,19.55,1
Levallois-Perret,48.895,48.895,48.895,1
Danzao,23.0427,23.0427,23.0427,1
Madina do Boé,11.75,11.75,11.75,1
Ban Mae Kham Lang Wat,20.2225,20.2225,20.2225,1
Pāra,23.5142,23.5142,23.5142,1
Guácimo,10.2025,10.2025,10.2025,1
Kaimana,-3.6444,-3.6444,-3.6444,1
Frei Inocêncio,-18.545,-18.545,-18.545,1
Belvedere Marittimo,39.6167,39.6167,39.6167,1
Rahta,25.9213,25.9213,25.9213,1
Desenzano del Garda,45.4689,45.4689,45.4689,1
Axochiapan,18.5,18.5,18.5,1
Chaykovskiy,56.7667,56.7667,56.7667,1
Kittūr,15.6,15.6,15.6,1
Ait Ali,30.1765,30.1765,30.1765,1
Reshetylivka,49.5636,49.5636,49.5636,1
Kondopoga,62.2,62.2,62.2,1
Yangmei,22.8728,22.8728,22.8728,1
Guácima,9.9613,9.9613,9.9613,1
Tehri,30.38,30.38,30.38,1
Brand-Erbisdorf,50.8689,50.8689,50.8689,1
Kupino,54.3667,54.3667,54.3667,1
Campbell,37.2802,37.2802,37.2802,1
Pallipattu,13.3361,13.3361,13.3361,1
Dhone,15.396,15.396,15.396,1
Olaippatti,11.7676,11.7676,11.7676,1
Pontarlier,46.9061,46.9061,46.9061,1
Greenford,51.5299,51.5299,51.5299,1
Pescia,43.9017,43.9017,43.9017,1
Belambo,-19.4,-19.4,-19.4,1
Valdemorillo,40.5017,40.5017,40.5017,1
Northolt,51.5467,51.5467,51.5467,1
Pitogo,7.4536,10.4532,13.785,3
Petrich,41.3953,41.3953,41.3953,1
Merano,46.6696,46.6696,46.6696,1
Bandar-e Gaz,36.7742,36.7742,36.7742,1
Florø,61.5996,61.5996,61.5996,1
Samālūţ,28.3097,28.3097,28.3097,1
Minamiise,34.3521,34.3521,34.3521,1
Sint-Michielsgestel,51.6433,51.6433,51.6433,1
Esira,-24.3333,-24.3333,-24.3333,1
Tsuruta,40.7588,40.7588,40.7588,1
Ghatāro Chaturbhuj,25.8146,25.8146,25.8146,1
Bolkhov,53.45,53.45,53.45,1
Pyinmana,19.75,19.75,19.75,1
Eski-Nookat,40.2658,40.2658,40.2658,1
São Cristóvão,-11.015,-11.015,-11.015,1
Loulé,37.15,37.15,37.15,1
Madīnat as Sādis min Uktūbar,29.9361,29.9361,29.9361,1
Cacoal,-11.4386,-11.4386,-11.4386,1
Poggiomarino,40.8,40.8,40.8,1
Ţafas,32.7356,32.7356,32.7356,1
Lüdenscheid,51.2167,51.2167,51.2167,1
Olivença,-9.5186,-9.5186,-9.5186,1
Kalanak,39.0833,39.0833,39.0833,1
Amora,38.6265,38.6265,38.6265,1
Almuñécar,36.7339,36.7339,36.7339,1
Golden Hills,35.1409,35.1409,35.1409,1
Curepto,-35.0833,-35.0833,-35.0833,1
Noceto,44.8167,44.8167,44.8167,1
Fair Oaks Ranch,29.7467,29.7467,29.7467,1
Pedda Pendyāla,17.923,17.923,17.923,1
Osijek,45.5556,45.5556,45.5556,1
Alum Rock,37.3694,37.3694,37.3694,1
Itajobi,-21.3178,-21.3178,-21.3178,1
Sonakhal,22.2213,22.2213,22.2213,1
Mādepalli,12.5491,12.5491,12.5491,1
Manafwa,0.9564,0.9564,0.9564,1
Aboso,5.3633,5.3633,5.3633,1
Ambolomoty,-16.1667,-16.1667,-16.1667,1
Chilanga,13.7167,13.7167,13.7167,1
Canoas,8.5333,8.5333,8.5333,1
Al Ḩajar al Aswad,33.464,33.464,33.464,1
Sabhā,27.0389,27.0389,27.0389,1
Stadtlohn,51.9925,51.9925,51.9925,1
San Felipe Jalapa de Díaz,18.0716,18.0716,18.0716,1
Nan,18.7833,18.7833,18.7833,1
Rahui,25.2728,25.2728,25.2728,1
Almoloya de Alquisiras,18.85,18.85,18.85,1
Sinincay,-2.8333,-2.8333,-2.8333,1
Głogów,51.6589,51.6589,51.6589,1
Kavadarci,41.4328,41.4328,41.4328,1
Andaraí,-12.8069,-12.8069,-12.8069,1
Depālpur,22.8509,22.8509,22.8509,1
Boone,36.2111,39.132103,42.0531,2
Longkeng,24.0341,24.0341,24.0341,1
Chust,40.9978,40.9978,40.9978,1
Agareb,34.7414,34.7414,34.7414,1
Howard,44.5703,44.5703,44.5703,1
Dongen,51.6333,51.6333,51.6333,1
Sankhavaram,15.0497,16.16005,17.2704,2
Alarobia Bemaha,-20.2,-20.2,-20.2,1
Yeşilköy,36.8667,36.8667,36.8667,1
Ascención de Guarayos,-15.8922,-15.8922,-15.8922,1
Issoire,45.5442,45.5442,45.5442,1
Neuhausen auf den Fildern,48.6844,48.6844,48.6844,1
Saint-Michel de l’Atalaye,19.3667,19.3667,19.3667,1
Atmakūr,15.8779,15.8779,15.8779,1
Boğazlıyan,39.1942,39.1942,39.1942,1
Karbinci,41.8167,41.8167,41.8167,1
Churi,23.6549,23.6549,23.6549,1
Timbedgha,16.2447,16.2447,16.2447,1
Nioaque,-21.135,-21.135,-21.135,1
Porto Real do Colégio,-10.1858,-10.1858,-10.1858,1
Saraburi,14.5286,14.5286,14.5286,1
Pauri,30.15,30.15,30.15,1
Youganning,34.7356,34.7356,34.7356,1
Bielsk Podlaski,52.7667,52.7667,52.7667,1
Abbottabad,34.1558,34.1558,34.1558,1
Elizabeth,40.6658,40.6658,40.6658,1
Balāngīr,20.72,20.72,20.72,1
Horten,59.4208,59.4208,59.4208,1
Hürtgenwald,50.7172,50.7172,50.7172,1
Bobbili,18.5667,18.5667,18.5667,1
Berching,49.1,49.1,49.1,1
Kippax,53.7669,53.7669,53.7669,1
Chāvakkād,10.589,10.589,10.589,1
Louth,53.3669,53.3669,53.3669,1
Azusa,34.1386,34.1386,34.1386,1
Annaberg-Buchholz,50.58,50.58,50.58,1
Qiutouzhen,37.9841,37.9841,37.9841,1
Mannar,8.9772,8.9772,8.9772,1
Retirolândia,-11.495,-11.495,-11.495,1
Comandante Luis Piedra Buena,-49.983,-49.983,-49.983,1
Mouvaux,50.7033,50.7033,50.7033,1
Kakumiro,0.7811,0.7811,0.7811,1
Cascades,39.0464,39.0464,39.0464,1
Taguasco,22.005,22.005,22.005,1
Rurrenabaque,-14.4422,-14.4422,-14.4422,1
Kuala Pembuang,-3.3871,-3.3871,-3.3871,1
Abony,47.1894,47.1894,47.1894,1
Wasserburg am Inn,48.0617,48.0617,48.0617,1
Benedikt,46.6065,46.6065,46.6065,1
Lai Châu,22.3992,22.3992,22.3992,1
Mariano Roque Alonso,-25.2122,-25.2122,-25.2122,1
Makurazaki,31.2728,31.2728,31.2728,1
Licab,15.54,15.54,15.54,1
League City,29.4874,29.4874,29.4874,1
Nakhon Si Thammarat,8.4364,8.4364,8.4364,1
Cherkessk,44.2222,44.2222,44.2222,1
Grants,35.1538,35.1538,35.1538,1
Guipavas,48.4336,48.4336,48.4336,1
Sardoba,40.5422,40.5422,40.5422,1
Buri Ram,14.9942,14.9942,14.9942,1
Mooka,36.4404,36.4404,36.4404,1
Sugar Hill,34.108,34.108,34.108,1
Lakshmīcharīpāra,22.79,22.79,22.79,1
Habikino,34.55,34.55,34.55,1
Józefosław,52.1005,52.1005,52.1005,1
Satuek,15.3008,15.3008,15.3008,1
Daanbantayan,11.25,11.25,11.25,1
De-Kastri,51.4666,51.4666,51.4666,1
Sítio Novo de Goiás,-5.6008,-5.6008,-5.6008,1
Vandalia,39.8791,39.8791,39.8791,1
Francisco Sá,-16.4102,-16.4102,-16.4102,1
Calpulalpan,19.5869,19.5869,19.5869,1
Bar Bigha,25.2186,25.2186,25.2186,1
Montego Bay,18.4667,18.4667,18.4667,1
Xonqa,41.4742,41.4742,41.4742,1
Saint-Gaudens,43.1081,43.1081,43.1081,1
Gardnerville Ranchos,38.8957,38.8957,38.8957,1
Cranford,40.6564,40.6564,40.6564,1
Vorontsovo,71.6983,71.6983,71.6983,1
Petrila,45.45,45.45,45.45,1
Orland Park,41.6075,41.6075,41.6075,1
Słupsk,54.4658,54.4658,54.4658,1
Eldersburg,39.4041,39.4041,39.4041,1
Moore,35.3293,38.05455,40.7798,2
Kukraun,25.6858,25.72525,25.7647,2
Kirchlinteln,52.9428,52.9428,52.9428,1
Amay,50.5478,50.5478,50.5478,1
Bahawalnagar,29.9928,29.9928,29.9928,1
Choybalsan,48.0783,48.0783,48.0783,1
Amau,-10.0426,-10.0426,-10.0426,1
Teocuitatlán de Corona,20.0918,20.0918,20.0918,1
Zakamensk,50.3833,50.3833,50.3833,1
Santana do Ipanema,-9.3778,-9.3778,-9.3778,1
Matouying,39.2922,39.2922,39.2922,1
Schilde,51.2333,51.2333,51.2333,1
Sint-Martens-Lennik,50.8,50.8,50.8,1
Midalam,8.2167,8.2167,8.2167,1
Hasbrouck Heights,40.8618,40.8618,40.8618,1
El Carmen de Chucurí,6.6981,6.6981,6.6981,1
Agaram,10.4433,10.4433,10.4433,1
Belpāra,20.5889,20.5889,20.5889,1
Ciudad Bolívar,5.85,5.85,5.85,1
Kashikishi,-9.3,-9.3,-9.3,1
La Reja,-34.6394,-34.6394,-34.6394,1
Nghĩa Lộ,21.5758,21.5758,21.5758,1
Al Ḩā’ir,25.79,25.79,25.79,1
Rumuruti,0.26,0.26,0.26,1
Villalba,43.3,43.3,43.3,1
Ban Phan Don,17.129,17.129,17.129,1
Baikunthapur,22.9117,22.9117,22.9117,1
Novaya Lyalya,59.0667,59.0667,59.0667,1
Monteprandone,42.9167,42.9167,42.9167,1
Vihti,60.4051,60.4051,60.4051,1
Tarhūnah,32.4339,32.4339,32.4339,1
Wealdstone,51.5957,51.5957,51.5957,1
Chipinge,-20.2,-20.2,-20.2,1
Dipolog,8.5872,8.5872,8.5872,1
Ellenabad,29.45,29.45,29.45,1
Mohelnice,49.777,49.777,49.777,1
Avaniyāpuram,9.8818,9.8818,9.8818,1
Sint-Michiels,51.1833,51.1833,51.1833,1
Bachhauta,25.5242,25.5242,25.5242,1
West Perrine,25.6061,25.6061,25.6061,1
Taksimo,56.3315,56.3315,56.3315,1
Izalco,13.7333,13.7333,13.7333,1
Lousã,40.1125,40.1125,40.1125,1
Rezzato,45.515,45.515,45.515,1
Mykolaiv,49.5247,49.5247,49.5247,1
Ames,42.0256,42.0256,42.0256,1
Amalāpuram,16.5787,16.5787,16.5787,1
Purāini,25.1426,25.1426,25.1426,1
Brüggen,51.2417,51.2417,51.2417,1
Siachoque,5.5,5.5,5.5,1
Beachwood,39.9286,40.702248,41.4759,2
Río Cauto,20.5636,20.5636,20.5636,1
Chintapalle,17.8667,17.8667,17.8667,1
Teteven,42.9167,42.9167,42.9167,1
Jinjiang,19.7386,19.7386,19.7386,1
Stjørdalshalsen,63.4712,63.4712,63.4712,1
Bridgeview,41.7403,41.7403,41.7403,1
San Carlos de Guaroa,3.7111,3.7111,3.7111,1
El Retorno,2.3306,2.3306,2.3306,1
Gadwāl,16.23,16.23,16.23,1
Kallithéa,37.95,37.95,37.95,1
Concepción Batres,13.35,13.35,13.35,1
Živinice,44.45,44.45,44.45,1
Foammulah,-0.2932,-0.2932,-0.2932,1
Kārwār,14.8136,14.8136,14.8136,1
Bergeijk,51.3167,51.3167,51.3167,1
Yarmouth,41.6756,42.7367,43.7978,2
Taghbalt,30.62,30.62,30.62,1
Mzimba,-11.9,-11.9,-11.9,1
Yotsukaidō,35.6698,35.6698,35.6698,1
Tillsonburg,42.8667,42.8667,42.8667,1
Biloxi,30.4426,30.4426,30.4426,1
Koronadal,6.2541,6.2541,6.2541,1
Cotoca,-17.7536,-17.7536,-17.7536,1
Nizza Monferrato,44.7747,44.7747,44.7747,1
Ipirá,-12.1578,-12.1578,-12.1578,1
Villa Isabela,19.82,19.82,19.82,1
Grover Beach,35.1204,35.1204,35.1204,1
San Tan Valley,33.1786,33.1786,33.1786,1
Didymóteicho,41.35,41.35,41.35,1
Ozëry,54.85,54.85,54.85,1
Upper Makefield,40.2941,40.2941,40.2941,1
Dalton,34.769,34.769,34.769,1
Coycoyan de las Flores,17.2713,17.2713,17.2713,1
Farroupilha,-29.225,-29.225,-29.225,1
Lathrop,37.809,37.809,37.809,1
Kūysinjaq,36.0833,36.0833,36.0833,1
Ortaköy,38.7372,39.5101,40.283,2
Karlovy Vary,50.2306,50.2306,50.2306,1
Jurema,-8.7178,-8.7178,-8.7178,1
Sarpsborg,59.2858,59.2858,59.2858,1
Marondry,-18.4167,-18.4167,-18.4167,1
Gurnee,42.3708,42.3708,42.3708,1
Čajetina,43.75,43.75,43.75,1
La Garde,43.1256,43.1256,43.1256,1
Huixtla,15.1,15.1,15.1,1
Jaidte Lbatma,31.6806,31.6806,31.6806,1
Consolación del Sur,22.5083,22.5083,22.5083,1
Crotone,39.0833,39.0833,39.0833,1
Granja,-3.12,-3.12,-3.12,1
Madhuban,25.8838,26.072401,26.4386,3
Morant Bay,17.8819,17.8819,17.8819,1
Kapalong,7.5854,7.5854,7.5854,1
Massillon,40.7838,40.7838,40.7838,1
Pervomaisk,48.05,48.33985,48.6297,2
Tiruvattār,8.3307,8.3307,8.3307,1
Calvillo,21.85,21.85,21.85,1
Bayserke,43.4797,43.4797,43.4797,1
Eupen,50.6333,50.6333,50.6333,1
Eden Prairie,44.8488,44.8488,44.8488,1
Djugu,1.9184,1.9184,1.9184,1
Onnaing,50.3878,50.3878,50.3878,1
Gevaş,38.2978,38.2978,38.2978,1
Janglot,32.4353,32.4353,32.4353,1
Itamukkala,15.3731,15.3731,15.3731,1
Quime,-16.9817,-16.9817,-16.9817,1
Amberomanga,-19.25,-19.25,-19.25,1
Nové Město nad Metují,50.3446,50.3446,50.3446,1
Pragadavaram,17.0167,17.0167,17.0167,1
Khānah Sūr,36.4731,36.4731,36.4731,1
Tarabuco,-19.1667,-19.1667,-19.1667,1
Fársala,39.2833,39.2833,39.2833,1
Al Atārib,36.1389,36.1389,36.1389,1
Amha,26.0518,26.0518,26.0518,1
Brighouse,53.707,53.707,53.707,1
Bir Anzarane,23.8918,23.8918,23.8918,1
Chettimangurichchi,11.6393,11.6393,11.6393,1
Ambovombe,-25.1764,-25.1764,-25.1764,1
Mbini,1.5833,1.5833,1.5833,1
Lawrence,38.9597,40.455673,42.7002,4
Koilkuntla,15.2333,15.2333,15.2333,1
Ratingen,51.3,51.3,51.3,1
Kara-Bak,40.1583,40.1583,40.1583,1
Turkaguda,17.2728,17.2728,17.2728,1
Roztoky,50.1585,50.1585,50.1585,1
Kondaparti,17.9219,17.9219,17.9219,1
Fangyuan,23.925,23.925,23.925,1
Tayabas,14.0167,14.0167,14.0167,1
Seoni,22.08,22.08,22.08,1
Osowa,54.4272,54.4272,54.4272,1
Klosterneuburg,48.3042,48.3042,48.3042,1
Bunawan,8.1781,8.1781,8.1781,1
Moriyama,35.0586,35.0586,35.0586,1
São Raimundo das Mangabeiras,-7.0219,-7.0219,-7.0219,1
Passira,-7.995,-7.995,-7.995,1
Kifisiá,38.0833,38.0833,38.0833,1
Strombeek-Bever,50.91,50.91,50.91,1
Eschborn,50.1436,50.1436,50.1436,1
Coín,36.6667,36.6667,36.6667,1
Norcross,33.9379,33.9379,33.9379,1
Ananipalle,13.65,13.65,13.65,1
Temascalcingo,19.9147,19.9147,19.9147,1
Annigeri,15.4251,15.4251,15.4251,1
Międzyrzec Podlaski,51.9833,51.9833,51.9833,1
Waikanae,-40.875,-40.875,-40.875,1
Schrobenhausen,48.5333,48.5333,48.5333,1
Periyanegamam,10.7432,10.7432,10.7432,1
Cookstown,54.647,54.647,54.647,1
Brus Laguna,15.75,15.75,15.75,1
Udelnaya,55.6333,55.6333,55.6333,1
Lianhe,47.1414,47.1414,47.1414,1
Elmwood Park,40.9049,41.4137,41.9225,2
Fort Bliss,31.8396,31.8396,31.8396,1
Kīranūr,11.692,11.692,11.692,1
Ambovonomby,-14.3667,-14.3667,-14.3667,1
Ararat,-37.2833,1.2735004,39.8303,2
Araras,-22.3572,-22.3572,-22.3572,1
M.Ə. Rəsulzadə,40.4344,40.4344,40.4344,1
Hazel Park,42.4619,42.4619,42.4619,1
Aquitania,5.5833,5.5833,5.5833,1
Daventry,52.2578,52.2578,52.2578,1
Castricum,52.55,52.55,52.55,1
Dorandā,24.471,24.471,24.471,1
Sonepur,20.8333,20.8333,20.8333,1
Toksun,42.7918,42.7918,42.7918,1
Guaraçaí,-21.0283,-21.0283,-21.0283,1
Neu-Anspach,50.2931,50.2931,50.2931,1
Chapeltown,53.462,53.462,53.462,1
Maloyaroslavets,55.0167,55.0167,55.0167,1
DeBary,28.8815,28.8815,28.8815,1
Aduku,2.0194,2.0194,2.0194,1
Doboj,44.7333,44.7333,44.7333,1
Satuba,-9.5628,-9.5628,-9.5628,1
Chupaca,-12.062,-12.062,-12.062,1
Travilah,39.057,39.057,39.057,1
Karuvelampatti,9.8448,9.8448,9.8448,1
Goribidnūr,13.6111,13.6111,13.6111,1
Sharūrah,17.4833,17.4833,17.4833,1
Özdere,38.0175,38.0175,38.0175,1
Villena,38.635,38.635,38.635,1
Star Dojran,41.1865,41.1865,41.1865,1
Chivasso,45.191,45.191,45.191,1
Bilibino,68.05,68.05,68.05,1
Ambriz,-7.85,-7.85,-7.85,1
Polevskoy,56.45,56.45,56.45,1
Ţūz Khūrmātū,34.8772,34.8772,34.8772,1
Indūrti,17.0055,17.6144,18.2233,2
Trofa,41.3374,41.3374,41.3374,1
Puertollano,38.6833,38.6833,38.6833,1
Andria,41.2167,41.2167,41.2167,1
Amla,21.9248,21.9248,21.9248,1
Saharefo,-21.6667,-21.6667,-21.6667,1
Timbiras,-4.255,-4.255,-4.255,1
Estepona,36.4264,36.4264,36.4264,1
Roding,49.2,49.2,49.2,1
Zephyrhills,28.2409,28.2409,28.2409,1
Gyangzê,28.9203,28.9203,28.9203,1
Sežana,45.7034,45.7034,45.7034,1
Menifee,33.6909,33.6909,33.6909,1
Fort Oglethorpe,34.9318,34.9318,34.9318,1
Long Hill,40.6838,40.6838,40.6838,1
Cromwell,41.6122,41.6122,41.6122,1
Hiriyūr,13.9446,13.9446,13.9446,1
Hīt,33.645,33.645,33.645,1
Fonseca,10.8333,10.8333,10.8333,1
Banora Point,-28.2225,-28.2225,-28.2225,1
Burayevo,55.8425,55.8425,55.8425,1
Baidyabāti,22.79,22.79,22.79,1
Lazdijai,54.2333,54.2333,54.2333,1
Bodupāl,17.4139,17.4139,17.4139,1
Thị Trấn Mậu A,21.8781,21.8781,21.8781,1
Paxtaobod,40.3453,40.6368,40.9283,2
Saronno,45.6255,45.6255,45.6255,1
Srīrangāpur,16.1917,16.1917,16.1917,1
Åkersberga,59.4833,59.4833,59.4833,1
Habo,57.9167,57.9167,57.9167,1
Bueno Brandão,-22.4408,-22.4408,-22.4408,1
Triangle,38.5483,38.5483,38.5483,1
Baretha,25.5258,25.5258,25.5258,1
Dschang,5.45,5.45,5.45,1
San Benito,26.1298,26.1298,26.1298,1
Šentilj,46.6817,46.6817,46.6817,1
Százhalombatta,47.3004,47.3004,47.3004,1
Weingarten,47.8092,48.430298,49.0514,2
El Maitén,-42.05,-42.05,-42.05,1
Walnut Creek,37.9024,37.9024,37.9024,1
Navashino,55.55,55.55,55.55,1
Leonia,40.8638,40.8638,40.8638,1
Haan,51.1667,51.1667,51.1667,1
Pingtouchuanxiang,35.8763,35.8763,35.8763,1
Haar,48.1,48.1,48.1,1
Miltenberg,49.7039,49.7039,49.7039,1
Valderrama,11.0036,11.0036,11.0036,1
Amos,48.5667,48.5667,48.5667,1
Amiens,49.892,49.892,49.892,1
Tychy,50.1236,50.1236,50.1236,1
Kegalle,7.2531,7.2531,7.2531,1
Teramo,42.6589,42.6589,42.6589,1
Villers-Cotterêts,49.2531,49.2531,49.2531,1
Camp Perrin,18.3167,18.3167,18.3167,1
San Celoni,41.6895,41.6895,41.6895,1
Dongsheng,22.6199,27.50213,36.9996,3
Tighenif,35.4167,35.4167,35.4167,1
Lianga,8.633,8.633,8.633,1
Gunzenhausen,49.1147,49.1147,49.1147,1
Snina,48.9881,48.9881,48.9881,1
Sada,43.35,43.35,43.35,1
Canóvanas,18.3693,18.3693,18.3693,1
Waltrop,51.6167,51.6167,51.6167,1
Vreden,52.0333,52.0333,52.0333,1
Granby,41.9694,43.6847,45.4,2
Beşiri,37.921,37.921,37.921,1
Santiago de Chuco,-8.1502,-8.1502,-8.1502,1
Muttunāyakkanpatti,11.7125,11.7125,11.7125,1
Raita,32.5495,32.5495,32.5495,1
Pegnitz,49.7564,49.7564,49.7564,1
Sexmoan,14.9333,14.9333,14.9333,1
Ankeny,41.7288,41.7288,41.7288,1
Gouvêa,-18.4539,-18.4539,-18.4539,1
Sihaul,25.9438,25.9438,25.9438,1
Amnéville,49.2608,49.2608,49.2608,1
Middle Smithfield,41.0918,41.0918,41.0918,1
West New York,40.7857,40.7857,40.7857,1
Sado,38.0183,38.0183,38.0183,1
Dobje,46.1369,46.1369,46.1369,1
Ervādi,9.25,9.25,9.25,1
Sainte-Agathe-des-Monts,46.05,46.05,46.05,1
Obluchye,49.0167,49.0167,49.0167,1
Hokitika,-42.7156,-42.7156,-42.7156,1
Jáltipan de Morelos,17.9703,17.9703,17.9703,1
Rāsingapuram,9.9448,9.9448,9.9448,1
Baraguá,21.6819,21.6819,21.6819,1
Guttal,14.8333,14.8333,14.8333,1
Paradise Valley,33.5434,33.5434,33.5434,1
Walsrode,52.8667,52.8667,52.8667,1
Kierspe,51.1333,51.1333,51.1333,1
Yığılca,40.9667,40.9667,40.9667,1
Bhatpalli,18.4314,18.4314,18.4314,1
Tsuruga,35.6452,35.6452,35.6452,1
Horndean,50.9136,50.9136,50.9136,1
Saco,43.539,43.539,43.539,1
Sanarate,14.795,14.795,14.795,1
Ibirataia,-14.0669,-14.0669,-14.0669,1
Bad Oeynhausen,52.2,52.2,52.2,1
Sabnima,25.4583,25.4583,25.4583,1
Calatrava,1.1164,8.111033,12.6167,3
Kotūr,17.1447,17.1447,17.1447,1
Oro Valley,32.4208,32.4208,32.4208,1
La Massana,42.5444,42.5444,42.5444,1
Świętochłowice,50.2919,50.2919,50.2919,1
Bandırma,40.35,40.35,40.35,1
Carranglan,15.9608,15.9608,15.9608,1
Sherkot,29.35,29.35,29.35,1
Haga,36.5483,36.5483,36.5483,1
Ipswich,42.6857,42.6857,42.6857,1
Tsuruno,40.8087,40.8087,40.8087,1
Vossevangen,60.63,60.63,60.63,1
Irpin,50.5167,50.5167,50.5167,1
Safi,35.8333,35.8333,35.8333,1
Algete,40.5978,40.5978,40.5978,1
Séné,47.6197,47.6197,47.6197,1
Hagi,34.4,34.4,34.4,1
Carpenedolo,45.3654,45.3654,45.3654,1
Słupca,52.3,52.3,52.3,1
East Bridgewater,42.0352,42.0352,42.0352,1
Inkollu,15.83,15.83,15.83,1
Akhty,41.4647,41.4647,41.4647,1
Bomareddipalli,18.7044,18.7044,18.7044,1
Maha Sarakham,16.1772,16.1772,16.1772,1
Ar Rudayyif,34.3833,34.3833,34.3833,1
Grytviken,-54.2806,-54.2806,-54.2806,1
Sainthia,23.9451,23.9451,23.9451,1
Merate,45.7,45.7,45.7,1
Isemi-Ile,7.97,7.97,7.97,1
Canalete,8.79,8.79,8.79,1
Palm Springs,26.6348,30.21825,33.8017,2
Sikandra Rao,27.7,27.7,27.7,1
Cobourg,43.9667,43.9667,43.9667,1
’Aïn Abid,36.2325,36.2325,36.2325,1
Villeta,-25.51,-10.250851,5.0083,2
Capilla del Señor,-34.2833,-34.2833,-34.2833,1
San Juan de Alicante,38.4014,38.4014,38.4014,1
Ogimachi,33.25,33.25,33.25,1
Walldorf,49.3,49.3,49.3,1
Sidlice,54.3471,54.3471,54.3471,1
Cran-Gévrier,45.9036,45.9036,45.9036,1
Farnborough,51.29,51.32455,51.3591,2
Timbiquí,2.7667,2.7667,2.7667,1
São Pedro do Sul,-29.6208,5.5646,40.75,2
Guilherand,44.9344,44.9344,44.9344,1
Reggello,43.6833,43.6833,43.6833,1
Morges,46.5167,46.5167,46.5167,1
Tocache Nuevo,-8.1889,-8.1889,-8.1889,1
Perry Heights,40.7977,40.7977,40.7977,1
Jinxing,37.9869,37.9869,37.9869,1
Fort Morgan,40.2537,40.2537,40.2537,1
Bhadreswar,22.82,22.82,22.82,1
Midalt,32.68,32.68,32.68,1
Santa Cruz del Norte,23.1556,23.1556,23.1556,1
Mauban,14.1911,14.1911,14.1911,1
Mahespur,24.8616,24.8616,24.8616,1
Jalārpet,12.5703,12.5703,12.5703,1
Coribe,-13.8289,-13.8289,-13.8289,1
Nāmagiripettai,11.47,11.47,11.47,1
Wang’anzhen,39.3989,39.3989,39.3989,1
Troon,55.54,55.54,55.54,1
Penumūr,13.3667,13.3667,13.3667,1
Coral Springs,26.2702,26.2702,26.2702,1
Lavumisa,-27.3167,-27.3167,-27.3167,1
Braintree,42.2039,47.040947,51.878,2
Torgau,51.5603,51.5603,51.5603,1
Saint Neots,52.228,52.228,52.228,1
Zvornik,44.3833,44.3833,44.3833,1
Tlokweng,-24.6667,-24.6667,-24.6667,1
Nariman,40.5972,40.5972,40.5972,1
Denain,50.3286,50.3286,50.3286,1
Ghoti Budrukh,19.7167,19.7167,19.7167,1
Pontneddfechan,51.7554,51.7554,51.7554,1
Jelgava,56.6483,56.6483,56.6483,1
Nāndgaon,20.307,20.307,20.307,1
Talagutong,6.2667,6.2667,6.2667,1
Éghezée,50.5833,50.5833,50.5833,1
Langedijk,52.6936,52.6936,52.6936,1
Haka,22.9833,22.9833,22.9833,1
Anosimparihy,-21.5,-21.5,-21.5,1
Yuancun,27.454,27.454,27.454,1
Svitlodarsk,48.4358,48.4358,48.4358,1
Bargūr,12.5429,12.5429,12.5429,1
Boa Nova,-14.3628,-14.3628,-14.3628,1
Upala,10.8645,10.8645,10.8645,1
Monte Belo,-21.3258,-21.3258,-21.3258,1
Agrínio,38.6167,38.6167,38.6167,1
Bourges,47.0844,47.0844,47.0844,1
Jinja,0.4233,0.4233,0.4233,1
Lenzburg,47.3833,47.3833,47.3833,1
Lacchiarella,45.325,45.325,45.325,1
Neustadt bei Coburg,50.3289,50.3289,50.3289,1
Titay,7.8703,7.8703,7.8703,1
Ouled Sidi Brahim,36.3667,36.3667,36.3667,1
Tarāna,23.33,23.33,23.33,1
Jinji,22.165,22.165,22.165,1
Cannes,43.5513,43.5513,43.5513,1
Sangrāmpur,25.0711,25.773151,26.4752,2
Halver,51.1833,51.1833,51.1833,1
Bamaiya Harlāl,25.6664,25.6664,25.6664,1
Marshfield,42.114,43.38835,44.6627,2
Junqueiro,-9.925,-9.925,-9.925,1
Mill Valley,37.9086,37.9086,37.9086,1
Poirino,44.9208,44.9208,44.9208,1
Titao,13.7667,13.7667,13.7667,1
